job_position,technology_skills,knowledge,skills
,Microsoft Office Optical character reader OCR or scanning software,,Persuasion
,Image scanning software Presentation software,,Negotiation
,Microsoft PowerPoint Spreadsheet software,,Social Perceptiveness
,Microsoft Excel Web page creation and editing software,,Systems Analysis
,Center for Computer-Assisted Legal Instruction CALI Classcaster Word processing software,,Systems Evaluation
,Collaborative editing software; Google Docs; Microsoft Word ,,Time Management
"Library Science Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software,Education and Training,Instructing
,Blackboard Learn; Desire2Learn; Learning management system LMS; Sakai CLE  (see all 5 examples)Data base management system software,English Language,Reading Comprehension
,Database management system software Data base user interface and query software,Computers and Electronics,Speaking
,Association for Computing Machinery Digital Library; Data entry software ,Communications and Media,Active Listening
,MySQL ,Customer and Personal Service,Critical Thinking
,Structured query language SQL  (see all 5 examples)Electronic mail software,Psychology,Writing
,Email software; Microsoft Outlook Enterprise application integration software,,Active Learning
,Extensible markup language XML Information retrieval or search software,,Learning Strategies
,DOC Cop; iParadigms Turnitin; LexisNexis Internet browser software,,Monitoring
,Web browser software Library software,,Complex Problem Solving
,EBSCO Information Services Academic Search Premier; EBSCO Information Services Library Literature and Information Science Index; Thomson Reuters Web of Science; Ulrichsweb  (see all 15 examples)Office suite software,,Judgment and Decision Making
,Microsoft Office Optical character reader OCR or scanning software,,Social Perceptiveness
,Image scanning software Presentation software,,Coordination
,Microsoft PowerPoint Spreadsheet software,,Systems Evaluation
,Microsoft Excel Video conferencing software,,Systems Analysis
,Web conferencing software Web page creation and editing software,,Time Management
,Social networking platforms Web platform development software,,Management of Personnel Resources
,Extensible stylesheet language transformations XSLT; JavaScript ,,Service Orientation
,PHP: Hypertext preprocessor Word processing software,,
,Collaborative editing software; Google Docs; Microsoft Word ,,
"Mathematical Science Teachers, Postsecondary",Analytical or scientific software,,Mathematics
,SAS Calendar and scheduling softwareComputer based training software,,Critical Thinking
,Blackboard Learn; Learning management system LMS; Moodle; Sakai CLE  (see all 6 examples)Data base user interface and query software,,Instructing
,Blackboard ,,Reading Comprehension
,Data entry software ,,Speaking
,Microsoft Access ,,Writing
,Structured query language SQL Development environment software,,Active Listening
,Microsoft Visual Basic ,,Learning Strategies
,Microsoft Visual Basic for Applications VBA Electronic mail software,,Active Learning
,Email software; Microsoft Outlook Information retrieval or search software,,Complex Problem Solving
,DOC Cop; iParadigms Turnitin Internet browser software,,Monitoring
,Web browser software Office suite software,,Judgment and Decision Making
,Microsoft Office Optical character reader OCR or scanning software,,Time Management
,Image scanning software Presentation software,,Coordination
,Microsoft PowerPoint Spreadsheet software,,Social Perceptiveness
,Microsoft Excel Word processing software,,Systems Evaluation
,Collaborative editing software; Google Docs; Microsoft Word ,,
"Middle School Teachers, Except Special and Career/Technical Education",Computer based training software,Education and Training,Instructing
,Children's educational software Data base user interface and query software,English Language,Speaking
,Blackboard Electronic mail software,Customer and Personal Service,Active Listening
,Email software; Microsoft Outlook Internet browser software,Psychology,Learning Strategies
,Web browser software Office suite software,Computers and Electronics,Reading Comprehension
,Microsoft Office Presentation software,Mathematics,Social Perceptiveness
,Microsoft PowerPoint Project management software,Administration and Management,Writing
,Microsoft SharePoint Spreadsheet software,Clerical,Monitoring
,Microsoft Excel Video creation and editing software,Sociology and Anthropology,Time Management
,Video editing software Word processing software,History and Archeology,Active Learning
,Microsoft Word ,Public Safety and Security,Complex Problem Solving
,,,Coordination
,,,Critical Thinking
,,,Judgment and Decision Making
,,,Service Orientation
,,,Negotiation
,,,Persuasion
,,,Management of Personnel Resources
,,,Mathematics
,,,Systems Analysis
,,,Systems Evaluation
"Nursing Instructors and Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software,Education and Training,Speaking
,Blackboard Learn; Learning management system LMS; Moodle; Sakai CLE  (see all 6 examples)Data base user interface and query software,English Language,Instructing
,Blackboard ,Medicine and Dentistry,Active Learning
,Data entry software Electronic mail software,Psychology,Active Listening
,Email software; Microsoft Outlook Information retrieval or search software,Customer and Personal Service,Critical Thinking
,DOC Cop; iParadigms Turnitin Internet browser software,Biology,Learning Strategies
,Web browser software Medical software,Therapy and Counseling,Reading Comprehension
,MEDITECH software Multi-media educational software,Sociology and Anthropology,Writing
,Interactive learning software Office suite software,Mathematics,Monitoring
,Microsoft Office Optical character reader OCR or scanning software,Administration and Management,Coordination
,Image scanning software Presentation software,Communications and Media,Judgment and Decision Making
,Microsoft PowerPoint ,Computers and Electronics,Complex Problem Solving
,Presentation graphics software Spreadsheet software,Chemistry,Social Perceptiveness
,Microsoft Excel Web page creation and editing software,Philosophy and Theology,Time Management
,Adobe Systems Macromedia Shockwave Player Word processing software,Clerical,Persuasion
,Collaborative editing software; Google Docs; Microsoft Word ,Public Safety and Security,Science
,,,Service Orientation
,,,Systems Analysis
,,,Systems Evaluation
,,,Management of Personnel Resources
"Philosophy and Religion Teachers, Postsecondary",Analytical or scientific software,English Language,Instructing
,Gateway to Logic Calendar and scheduling softwareComputer based training software,Education and Training,Active Listening
,Blackboard Learn; Learning management system LMS; Moodle; Sakai CLE  (see all 6 examples)Data base user interface and query software,Philosophy and Theology,Critical Thinking
,Data entry software ,Computers and Electronics,Reading Comprehension
,InteLext Past Masters; Philosopher's Information Center The Philosopher's Index Dictionary software,Communications and Media,Speaking
,University of California Thesaurus Linguae Graecae TLG Electronic mail software,Foreign Language,Writing
,Email software; Microsoft Outlook Information retrieval or search software,History and Archeology,Learning Strategies
,DOC Cop; iParadigms Turnitin Internet browser software,Personnel and Human Resources,Active Learning
,Web browser software Office suite software,Administration and Management,Complex Problem Solving
,Microsoft Office Optical character reader OCR or scanning software,,Judgment and Decision Making
,Image scanning software Presentation software,,Monitoring
,Microsoft PowerPoint Spreadsheet software,,Social Perceptiveness
,Microsoft Excel Word processing software,,Time Management
,Collaborative editing software; Google Docs; Microsoft Word ,,Service Orientation
,,,Systems Analysis
,,,Systems Evaluation
"Physics Teachers, Postsecondary",Analytical or scientific software,Mathematics,Speaking
,Gravitation software; The MathWorks MATLAB ,Physics,Reading Comprehension
,VASP Data Viewer; Wolfram Research Mathematica  (see all 11 examples)Calendar and scheduling softwareComputer aided design CAD software  ,English Language,Active Learning
,Autodesk AutoCAD ,Education and Training,Instructing
,Mathsoft Mathcad Computer based training software,Computers and Electronics,Writing
,Blackboard Learn; Desire2Learn; Learning management system LMS; Sakai CLE  (see all 5 examples)Data base user interface and query software,Engineering and Technology,Active Listening
,Data entry software Development environment software,Chemistry,Critical Thinking
,C ,,Learning Strategies
,National Instruments LabVIEW ,,Science
,plotutils; PLplot  (see all 9 examples)Electronic mail software,,Judgment and Decision Making
,Email software; Microsoft Outlook Graphics or photo imaging software,,Monitoring
,Visual Molecular Dynamics VMD Information retrieval or search software,,Complex Problem Solving
,DOC Cop; iParadigms Turnitin Internet browser software,,Mathematics
,Web browser software Object or component oriented development software,,Social Perceptiveness
,C++ ,,Coordination
,Practical extraction and reporting language Perl Office suite software,,Time Management
,Microsoft Office Optical character reader OCR or scanning software,,Management of Personnel Resources
,Image scanning software Presentation software,,Persuasion
,Microsoft PowerPoint Spreadsheet software,,Service Orientation
,Microsoft Excel Word processing software,,Systems Evaluation
,Collaborative editing software; Google Docs; LaTeX; Microsoft Word ,,
"Political Science Teachers, Postsecondary",Analytical or scientific software,English Language,Speaking
,Empirisoft MediaLab; poLCA; W-NOMINATE; WinBUGS  (see all 5 examples)Calendar and scheduling softwareComputer based training software,Education and Training,Active Learning
,Blackboard Learn; Desire2Learn; Learning management system LMS; Sakai CLE  (see all 5 examples)Data base user interface and query software,Law and Government,Active Listening
,Data entry software Data mining software,History and Archeology,Critical Thinking
,ContextMiner Development environment software,Philosophy and Theology,Instructing
,C ,Communications and Media,Reading Comprehension
,Formula translation/translator FORTRAN Electronic mail software,Sociology and Anthropology,Writing
,Email software; Microsoft Outlook Information retrieval or search software,Psychology,Learning Strategies
,DOC Cop; iParadigms Turnitin Internet browser software,Computers and Electronics,Complex Problem Solving
,Web browser software Object or component oriented development software,Geography,Judgment and Decision Making
,R Office suite software,Customer and Personal Service,Monitoring
,Microsoft Office Optical character reader OCR or scanning software,Administration and Management,Social Perceptiveness
,Image scanning software Presentation software,,Time Management
,Microsoft PowerPoint Spreadsheet software,,
,Microsoft Excel Word processing software,,
,Collaborative editing software; Google Docs; Microsoft Word ,,
"Preschool Teachers, Except Special Education",Computer based training software,,Speaking
,Children's educational software Data base user interface and query software,,Learning Strategies
,Data entry software Electronic mail software,,Instructing
,Email software Office suite software,,Active Listening
,Microsoft Office Spreadsheet software,,Coordination
,Microsoft Excel Word processing software,,Social Perceptiveness
,Microsoft Word ,,Critical Thinking
,,,Monitoring
,,,Reading Comprehension
,,,Service Orientation
,,,Active Learning
,,,Judgment and Decision Making
,,,Time Management
,,,Writing
,,,Complex Problem Solving
,,,Persuasion
"Psychology Teachers, Postsecondary",Analytical or scientific software,Psychology,Speaking
,PsyScript; Qualtrics Research Suite; SAS ,English Language,Active Listening
,The MathWorks MATLAB  (see all 17 examples)Calendar and scheduling softwareComputer based training software,Education and Training,Critical Thinking
,Blackboard Learn; ePsych; Moodle; PsychSim  (see all 9 examples)Data base user interface and query software,Therapy and Counseling,Instructing
,Blackboard ,Sociology and Anthropology,Learning Strategies
,Data entry software Electronic mail software,Mathematics,Reading Comprehension
,Email software; Microsoft Outlook Graphics or photo imaging software,Computers and Electronics,Writing
,XNAT Information retrieval or search software,Philosophy and Theology,Active Learning
,DOC Cop; iParadigms Turnitin Internet browser software,,Judgment and Decision Making
,Web browser software Medical software,,Social Perceptiveness
,Biomedical Imaging Resource Analyze Object or component oriented development software,,Complex Problem Solving
,R Office suite software,,Monitoring
,Microsoft Office Optical character reader OCR or scanning software,,Science
,Image scanning software Presentation software,,Systems Analysis
,Microsoft PowerPoint Project management software,,Systems Evaluation
,Sona Systems Experiment Management System Spreadsheet software,,Time Management
,Microsoft Excel Web page creation and editing software,,Coordination
,SurveyWiz Word processing software,,Service Orientation
,Collaborative editing software; Google Docs; Microsoft Word ,,
"Recreation and Fitness Studies Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software,Education and Training,Instructing
,Blackboard Learn; Learning management system LMS; Sakai CLE; Softworks Global PESoftOne  (see all 6 examples)Data base user interface and query software,English Language,Speaking
,Data entry software ,Psychology,Learning Strategies
,Student record software Electronic mail software,Customer and Personal Service,Reading Comprehension
,Email software; Microsoft Outlook Information retrieval or search software,Medicine and Dentistry,Active Listening
,DOC Cop; iParadigms Turnitin Internet browser software,Therapy and Counseling,Writing
,Web browser software Office suite software,Biology,Complex Problem Solving
,Microsoft Office Optical character reader OCR or scanning software,Communications and Media,Critical Thinking
,Image scanning software Presentation software,,Monitoring
,Microsoft PowerPoint Spreadsheet software,,Time Management
,Microsoft Excel Video creation and editing software,,Judgment and Decision Making
,Dartfish Word processing software,,Active Learning
,Collaborative editing software; Google Docs; Microsoft Word ,,Social Perceptiveness
,,,Systems Analysis
,,,Coordination
,,,Service Orientation
,,,Systems Evaluation
"Secondary School Teachers, Except Special and Career/Technical Education",Computer based training software,Education and Training,Instructing
,Instructional software Data base user interface and query software,English Language,Speaking
,Blackboard ,Psychology,Active Listening
,PowerSchool SIS Development environment software,Computers and Electronics,Learning Strategies
,ABC programming language; Logo Electronic mail software,Customer and Personal Service,Reading Comprehension
,Email software Internet browser software,Public Safety and Security,Critical Thinking
,Web browser software Office suite software,Mathematics,Monitoring
,Microsoft Office Presentation software,Sociology and Anthropology,Social Perceptiveness
,Microsoft PowerPoint Project management software,,Judgment and Decision Making
,Microsoft SharePoint Spreadsheet software,,Writing
,Microsoft Excel Video creation and editing software,,Active Learning
,Video editing software Word processing software,,Complex Problem Solving
,Microsoft Word ,,Coordination
,,,Time Management
,,,Negotiation
,,,Service Orientation
,,,Systems Analysis
,,,Systems Evaluation
,,,Persuasion
Self-Enrichment Education Teachers,Computer based training software,,Speaking
,Educational software Data base user interface and query software,,Active Listening
,Blackboard ,,Instructing
,Data entry software ,,Social Perceptiveness
,Microsoft Access Document management software,,Learning Strategies
,Adobe Systems Adobe Acrobat Electronic mail software,,Monitoring
,Email software Graphics or photo imaging software,,Reading Comprehension
,Adobe Systems Adobe Photoshop ,,Coordination
,Corel Paint Shop Pro Internet browser software,,Critical Thinking
,Microsoft Internet Explorer; Web browser software Office suite software,,Active Learning
,Microsoft Office Presentation software,,Judgment and Decision Making
,Microsoft PowerPoint Spreadsheet software,,Service Orientation
,Microsoft Excel Video creation and editing software,,
,Microsoft Windows Movie Maker; Video editing software Web page creation and editing software,,
,Adobe Systems Adobe Dreamweaver Web platform development software,,
,Hypertext markup language HTML Word processing software,,
,Microsoft Word ,,
"Social Work Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software,Education and Training,Instructing
,Blackboard Learn; Learning management system LMS; Moodle; Sakai CLE  (see all 6 examples)Data base user interface and query software,Psychology,Speaking
,Data entry software Document management software,English Language,Reading Comprehension
,Adobe Systems Adobe Acrobat Electronic mail software,Therapy and Counseling,Learning Strategies
,Email software; Microsoft Outlook Information retrieval or search software,Sociology and Anthropology,Active Listening
,DOC Cop; iParadigms Turnitin Internet browser software,Mathematics,Critical Thinking
,Web browser software Office suite software,Law and Government,Writing
,Microsoft Office Optical character reader OCR or scanning software,Computers and Electronics,Active Learning
,Image scanning software Presentation software,Communications and Media,Monitoring
,Microsoft PowerPoint Spreadsheet software,Philosophy and Theology,Complex Problem Solving
,Microsoft Excel Word processing software,,Judgment and Decision Making
,Collaborative editing software; Google Docs; Microsoft Word ,,Social Perceptiveness
,,,Coordination
,,,Service Orientation
,,,Systems Analysis
,,,Systems Evaluation
,,,Time Management
,,,Management of Personnel Resources
,,,Persuasion
"Sociology Teachers, Postsecondary",Analytical or scientific software,Sociology and Anthropology,Speaking
,Centre for Multilevel Modeling MLwiN; SAS ,English Language,Reading Comprehension
,Social network analysis software; The MathWorks MATLAB  (see all 9 examples)Calendar and scheduling softwareComputer based training software,Education and Training,Active Listening
,Blackboard Learn; Desire2Learn; Learning management system LMS; Sakai CLE  (see all 5 examples)Data base user interface and query software,Psychology,Instructing
,Data entry software Electronic mail software,Computers and Electronics,Writing
,Email software; Microsoft Outlook Information retrieval or search software,Mathematics,Learning Strategies
,DOC Cop; iParadigms Turnitin Internet browser software,Philosophy and Theology,Active Learning
,Web browser software Object or component oriented development software,History and Archeology,Critical Thinking
,R Office suite software,Law and Government,Monitoring
,Microsoft Office Optical character reader OCR or scanning software,Customer and Personal Service,Social Perceptiveness
,Image scanning software Presentation software,Administration and Management,Complex Problem Solving
,Microsoft PowerPoint Spreadsheet software,Clerical,Judgment and Decision Making
,Microsoft Excel Word processing software,,Time Management
,Collaborative editing software; Google Docs; Microsoft Word ,,Coordination
,,,Management of Personnel Resources
,,,Service Orientation
"Special Education Teachers, Kindergarten and Elementary School",Computer based training software,Education and Training,Instructing
,Children's educational software; Scientific Learning Fast ForWord Data base user interface and query software,English Language,Social Perceptiveness
,American Sign Language Browser; Individualized Educational Program IEP software Device drivers or system software,Psychology,Learning Strategies
,Screen magnification software; Screen reader software; Synapse outSPOKEN; The vOICe Learning Edition Electronic mail software,Clerical,Active Listening
,Email software; Microsoft Outlook Graphics or photo imaging software,Mathematics,Coordination
,Drawing software Internet browser software,Customer and Personal Service,Critical Thinking
,Web browser software Office suite software,Public Safety and Security,Reading Comprehension
,Microsoft Office Presentation software,Administration and Management,Service Orientation
,Microsoft PowerPoint Spreadsheet software,Computers and Electronics,Speaking
,Microsoft Excel Voice recognition software,Therapy and Counseling,Monitoring
,goQ WordQ; Nuance Dragon NaturallySpeaking; Voice activated software Word processing software,Law and Government,Writing
,Microsoft Word ,Sociology and Anthropology,Active Learning
,,,Persuasion
,,,Time Management
,,,Complex Problem Solving
,,,Judgment and Decision Making
,,,Negotiation
,,,Systems Analysis
"Special Education Teachers, Middle School",Computer based training software,Education and Training,Instructing
,Text to speech software Device drivers or system software,English Language,Speaking
,Screen magnification software; Screen reader software Electronic mail software,Psychology,Active Learning
,Email software Internet browser software,Customer and Personal Service,Active Listening
,Web browser software Office suite software,Mathematics,Learning Strategies
,Microsoft Office Presentation software,Computers and Electronics,Critical Thinking
,Microsoft PowerPoint Project management software,Clerical,Reading Comprehension
,Microsoft SharePoint Spell checkers,Therapy and Counseling,Social Perceptiveness
,Hand held spell checkers Spreadsheet software,Public Safety and Security,Time Management
,Microsoft Excel Video creation and editing software,,Coordination
,Video editing software Voice recognition software,,Monitoring
,Voice activated software Word processing software,,Service Orientation
,Microsoft Word ,,Writing
,,,Complex Problem Solving
,,,Judgment and Decision Making
,,,Negotiation
,,,Persuasion
,,,Management of Personnel Resources
"Special Education Teachers, Preschool",Computer based training software,,
,Children's educational software Data base user interface and query software,,
,American Sign Language Browser Device drivers or system software,,
,Screen magnification software; Screen reader software Electronic mail software,,
,Email software Graphics or photo imaging software,,
,Drawing software Internet browser software,,
,Web browser software Office suite software,,
,Microsoft Office Presentation software,,
,Microsoft PowerPoint Spreadsheet software,,
,Microsoft Excel Word processing software,,
,Microsoft Word ,,
"Special Education Teachers, Secondary School",Computer based training software,English Language,Learning Strategies
,Text to speech software Device drivers or system software,Education and Training,Active Listening
,Screen magnification software; Screen reader software Electronic mail software,Computers and Electronics,Instructing
,Email software Internet browser software,Mathematics,Reading Comprehension
,Web browser software Office suite software,Customer and Personal Service,Service Orientation
,Microsoft Office Presentation software,Psychology,Social Perceptiveness
,Microsoft PowerPoint Project management software,Administration and Management,Speaking
,Microsoft SharePoint Spell checkers,Clerical,Writing
,Hand held spell checkers Spreadsheet software,Public Safety and Security,Coordination
,Microsoft Excel Video creation and editing software,Therapy and Counseling,Monitoring
,Video editing software Voice recognition software,Geography,Complex Problem Solving
,Voice activated software Word processing software,Sociology and Anthropology,Critical Thinking
,Microsoft Word ,,Time Management
,,,Judgment and Decision Making
,,,Active Learning
,,,Persuasion
,,,Negotiation
Teacher Assistants,Calendar and scheduling software,,Active Listening
,High School Scheduling and Transcript HSST Computer based training software,,Speaking
,Children's educational software; Text to speech software Data base user interface and query software,,Instructing
,Automate the Schools ATS; Blackboard ,,Social Perceptiveness
,Data entry software ,,Coordination
,Special Education Student Information System SESIS  (see all 5 examples)Device drivers or system software,,Learning Strategies
,Screen magnification software; Screen reader software Electronic mail software,,Reading Comprehension
,Email software Internet browser software,,Active Learning
,Web browser software Office suite software,,Critical Thinking
,Microsoft Office Presentation software,,Judgment and Decision Making
,Microsoft PowerPoint Spell checkers,,Monitoring
,Hand held spell checkers Spreadsheet software,,Service Orientation
,Microsoft Excel Word processing software,,
,Microsoft Word ,,
Tutors,Calendar and scheduling software,,Instructing
,Appointment scheduling software Computer based training software,,Active Listening
,Academic educational software Data base user interface and query software,,Learning Strategies
,Blackboard ,,Reading Comprehension
,Database software; Redrock Software TutorTrac Electronic mail software,,Speaking
,Email software Graphics or photo imaging software,,Active Learning
,Adobe Systems Adobe Fireworks Internet browser software,,Critical Thinking
,Web browser software Office suite software,,Social Perceptiveness
,Microsoft Office Presentation software,,Complex Problem Solving
,Microsoft PowerPoint Spreadsheet software,,Monitoring
,Microsoft Excel Word processing software,,Service Orientation
,Microsoft Word ,,Writing
,,,Judgment and Decision Making
,,,Time Management
,,,Coordination
,,,Negotiation
,,,Persuasion
"Vocational Education Teachers, Postsecondary",Calendar and scheduling softwareComputer based training software,Education and Training,Instructing
,Blackboard Learn; Desire2Learn; Learning management system LMS; Sakai CLE  (see all 5 examples)Data base user interface and query software,Customer and Personal Service,Learning Strategies
,Blackboard ,English Language,Speaking
,Career management systems CMS; Data entry software Electronic mail software,Administration and Management,Active Listening
,Email software; Microsoft Outlook Graphics or photo imaging software,Public Safety and Security,Monitoring
,Adobe Systems Adobe Fireworks Information retrieval or search software,Psychology,Critical Thinking
,DOC Cop; iParadigms Turnitin Internet browser software,,Active Learning
,Web browser software Medical software,,Reading Comprehension
,Medical condition coding software ,,Writing
,Medical procedure coding software Office suite software,,Coordination
,Microsoft Office Optical character reader OCR or scanning software,,Judgment and Decision Making
,Image scanning software Presentation software,,Social Perceptiveness
,Microsoft PowerPoint Spreadsheet software,,Complex Problem Solving
,Microsoft Excel Word processing software,,Service Orientation
,Collaborative editing software; Google Docs; Microsoft Word ,,
