job_position,technology_skills,knowledge,skills
, IBM WebSphere  ,,
, IBM WebSphere MQ Enterprise resource planning ERP software   ,,
, Microsoft Dynamics  ,,
, Oracle Fusion Applications  ,,
, SAP Enterprise system management software ,,
, IBM Power Systems software  ,,
, Splunk Enterprise File versioning software ,,
, Apache Subversion SVN  ,,
, Git Financial analysis software ,,
, Oracle E-Business Suite Financials Graphics or photo imaging software ,,
, Adobe Systems Adobe Fireworks  ,,
, Microsoft Visio  ,,
, Trimble SketchUp Pro Helpdesk or call center software ,,
, Help desk software,,
, Ticket information tracking software Internet browser software ,,
, Web browser software Internet directory services software ,,
, Domain name system DNS,,
, Microsoft Active Directory Internet protocol IP multimedia subsystem software ,,
, Multiprotocol Label Switching MPLS,,
, Open Shortest Path First OSPF,,
, Session Initiation Protocol SIP,,
, Voice over internet protocol VoiP system software LAN software ,,
, Local area network LAN software Metadata management software ,,
, CA Erwin Data Modeler Network monitoring software ,,
, Ipswitch WhatsUp Gold,,
, Nagios  ,,
, Packet analysis software,,
, Wireshark  (see all 22 examples)Network operating system enhancement software ,,
, Compuware dynaTrace,,
," Network, server and operating system optimization software",,
, Silver Peak,,
, Wide area network WAN optimization software  (see all 7 examples)Network security and virtual private network VPN equipment software ,,
, Content filter software,,
, Firewall software,,
, Network intrusion detection software Network security or virtual private network VPN management software ,,
, Intrusion prevention system IPS,,
, Microsoft Forefront Threat Management Gateway,,
, Virtual private networking VPN software  ,,
, Websense Data Loss Prevention  (see all 11 examples)Object or component oriented development software ,,
, C++  ,,
, jQuery  ,,
, Microsoft ActiveX  ,,
, Python  (see all 9 examples)Object oriented data base management software ,,
, Hibernate ORM  ,,
, PostgreSQL Office suite software ,,
, Microsoft Office Operating system software ,,
, Bash  ,,
, Job control language JCL  ,,
, Linux  ,,
, Ubuntu  (see all 15 examples)Optical network management softwarePattern design software ,,
, Diagramming software Portal server software ,,
, Apache HTTP Server Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Hewlett Packard LoadRunner  ,,
, JUnit  ,,
, Segue SilkPerformer,,
, Selenium  (see all 5 examples)Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint Requirements analysis and system architecture software ,,
, Capacity planning software,,
, Network architecture design software,,
, Requirements management software,,
, Unified modeling language UML Spreadsheet software ,,
, Microsoft Excel Storage networking software ,,
, Network storage software,,
, Storage area network SAN software,,
, Storage management software Switch or router software ,,
, Border Gateway Protocol BGP,,
, Cisco Systems Cisco Web Cache Communication Protocol WCCP,,
, Transparent Interconnection of Lots of Links TRILL,,
, Virtual Router Redundancy Protocol VRRP  (see all 8 examples)Time accounting software ,,
, Time reporting software Transaction security and virus protection software ,,
, CA eTrust,,
, McAfee  ,,
, Penetration testing software,,
, Symantec  (see all 9 examples)Transaction server software ,,
, Customer information control system CICS Video conferencing software ,,
, Videoconferencing software Video creation and editing software ,,
, Adobe Systems Adobe AfterEffects WAN switching software and firmware ,,
, Wide area network WAN software Web platform development software ,,
, Apache Tomcat  ,,
, Enterprise JavaBeans  ,,
, Google AngularJS  ,,
, Spring Framework  (see all 21 examples)Word processing software ,,
, Microsoft Word ,,
Computer Network Support Specialists,Access software ,Computers and Electronics,Critical Thinking
, Citrix Administration software ,Telecommunications,Active Listening
, Cisco Systems CiscoWorks,Customer and Personal Service,Judgment and Decision Making
, Hewlett-Packard HP Network Node Manager,Engineering and Technology,Reading Comprehension
, ifconfig,English Language,Active Learning
, SolarWinds  (see all 6 examples)Backup or archival software ,Administration and Management,Complex Problem Solving
, EMC NetWorker,Communications and Media,Monitoring
, Roxio Retrospect,,Speaking
, Tape backup system software,,Systems Analysis
, Veritas NetBackup  (see all 6 examples)Communications server software ,,Troubleshooting
, IBM Domino Computer aided design CAD software   ,,Operation Monitoring
, Network design software Configuration management software ,,Systems Evaluation
, Automated installation software,,Time Management
, EMC Ionix Network Configuration Manager,,Writing
, Microsoft Windows Sysprep,,
, Patch and update management software  (see all 5 examples)Customer relationship management CRM softwareData base management system software ,,
, Database management software,,
, MySQL Data base user interface and query software ,,
, Microsoft Access  ,,
, Microsoft SQL Server Desktop communications software ,,
, Remote control software,,
, Symantec pcAnywhere Development environment software ,,
, Microsoft PowerShell  ,,
, Microsoft Visual Basic  ,,
, Microsoft Visual Basic Scripting Edition VBScript  ,,
, Ruby Document management software ,,
, Adobe Systems Adobe Acrobat Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Exchange Server Enterprise application integration software ,,
, BMC Software Control-M,,
, IBM Websphere Enterprise system management software ,,
, IBM Power Systems software  ,,
, Splunk Enterprise Filesystem software ,,
, File server software,,
, IBM Tivoli NetView Distribution Manager Graphics or photo imaging software ,,
, Adobe Systems Adobe Flash Helpdesk or call center software ,,
, BMC Software Remedy IT Service Management Suite Internet directory services software ,,
, Microsoft Active Directory,,
, Novell eDirectory Network monitoring software ,,
, Dartware InterMapper,,
, Route,,
, WildPackets OmniPeek Network Analyzer,,
, Wireshark  (see all 34 examples)Network operating system enhancement software ,,
, Traffic shapers Network security and virtual private network VPN equipment software ,,
, Firewall software,,
, Network intrusion detection software,,
, Virtual private networking VPN software Network security or virtual private network VPN management software ,,
, Intrusion prevention system IPS,,
, Network and system vulnerability assessment software,,
, NIKSUN NetDetector,,
, Sonicwall SonicOS Enhanced  (see all 6 examples)Object or component oriented development software ,,
, Oracle Java  ,,
, Practical extraction and reporting language Perl  ,,
, Python Office suite software ,,
, Microsoft Office Operating system software ,,
, Job control language JCL  ,,
, Linux  ,,
, Oracle Solaris  ,,
, Ubuntu  (see all 15 examples)Platform interconnectivity software ,,
, Connectivity software Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Load testing software Project management software ,,
, Bentley ProjectWise,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Project planning software Spreadsheet software ,,
, Microsoft Excel Storage networking software ,,
, EMC Symmetrix DMX,,
, Storage area network SAN software Transaction security and virus protection software ,,
, Encryption software,,
, McAfee  ,,
, Root kit detection software,,
, Symantec  (see all 9 examples)Transaction server software ,,
, Customer information control system CICS  ,,
, Microsoft Internet Information Services IIS Web platform development software ,,
, Apache Tomcat  ,,
, LAMP Stack Word processing software ,,
, Microsoft Word ,,
Database Administrators,Access software ,Computers and Electronics,Critical Thinking
, Access management software,English Language,Complex Problem Solving
, Citrix Accounting software ,Telecommunications,Active Learning
, Fund accounting software Administration software ,Mathematics,Active Listening
, Redgate SQL Server,Clerical,Judgment and Decision Making
, SolarWinds Analytical or scientific software ,Communications and Media,Reading Comprehension
, SAS  ,,Monitoring
, StataCorp Stata  ,,Programming
, Test data generator software,,Speaking
, The MathWorks MATLAB  (see all 7 examples)Application server software ,,Systems Analysis
, Oracle WebLogic Server  ,,Systems Evaluation
, Red Hat WildFly Backup or archival software ,,Writing
, Acronis Recovery Expert,,Coordination
, EMC NetWorker,,Mathematics
, Systems and data disaster recovery software,,Operation Monitoring
, VERITAS NetBackup  (see all 10 examples)Business intelligence and data analysis software ,,Operations Analysis
, IBM Cognos Impromptu  ,,Instructing
, MicroStrategy  ,,Learning Strategies
, Oracle Business Intelligence Enterprise Edition  ,,Quality Control Analysis
, Qlik Tech QlikView  (see all 6 examples)Clustering software ,,Time Management
, Cluster server software,,
, Oracle Real Application Cluster RAC Communications server software ,,
, IBM Domino Computer aided design CAD software   ,,
, Dassault Systemes CATIA Computer based training softwareConfiguration management software ,,
, Chef  ,,
, Perforce Helix software  ,,
, Puppet  ,,
, VMWare  (see all 6 examples)Content workflow software ,,
, Atlassian JIRA Customer relationship management CRM software ,,
, Blackbaud The Raiser's Edge  ,,
, Oracle Eloqua  ,,
, Salesforce software Data base management system software ,,
, Apache Cassandra  ,,
, MongoDB  ,,
, Oracle PL/SQL  ,,
, Teradata Database  (see all 37 examples)Data base reporting software ,,
, ASG Technologies ASG-Zeke,,
, Microsoft SQL Server Reporting Services  ,,
, Oracle SQL Plus,,
, SAP Crystal Reports  (see all 7 examples)Data base user interface and query software ,,
, Apache Hive  ,,
, FileMaker Pro  ,,
, Microsoft Access  ,,
, Structured query language SQL  (see all 11 examples)Data mining software ,,
, Google Analytics Desktop publishing software ,,
, Microsoft Publisher Development environment software ,,
, Apache Maven  ,,
, C  ,,
, Eclipse IDE  ,,
, Microsoft PowerShell  (see all 13 examples)Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Exchange Server  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Extensible markup language XML  ,,
, IBM InfoSphere DataStage  ,,
, IBM WebSphere  ,,
, Microsoft SQL Server Integration Services SSIS  (see all 5 examples)Enterprise resource planning ERP software   ,,
, Microsoft Dynamics  ,,
, NetSuite ERP  ,,
, Oracle JD Edwards EnterpriseOne  ,,
, SAP  (see all 13 examples)Enterprise system management software ,,
, IBM Power Systems software  ,,
, Splunk Enterprise Expert system software ,,
, Apache Mahout File versioning software ,,
, Apache Subversion SVN  ,,
, Git Financial analysis software ,,
, Delphi Technology  ,,
, Oracle E-Business Suite Financials Graphics or photo imaging software ,,
, Adobe Systems Adobe Flash  ,,
, Microsoft Visio Human resources software ,,
, Human resource management software HRMS  ,,
, Oracle Learning Management,,
, Oracle Taleo Information retrieval or search software ,,
, Data validation software,,
, LexisNexis Manufacturing execution system MES software ,,
, CA Easytrieve Report Generator Map creation software ,,
, ESRI ArcGIS software Medical software ,,
, Epic Systems Metadata management software ,,
, CA Erwin Data Modeler  ,,
, IBM Rational Data Architect,,
, Pentaho Kettle,,
, Visual Paradigm DB Visual ARCHITECT  (see all 7 examples)Network monitoring software ,,
, Nagios  ,,
, Wireshark  ,,
, Zabbix Network security and virtual private network VPN equipment software ,,
, Virtual private networking VPN software Network security or virtual private network VPN management software ,,
, Database security software Object or component oriented development software ,,
, C#  ,,
, jQuery  ,,
, Python  ,,
, SAP PowerBuilder  (see all 13 examples)Object oriented data base management software ,,
, Hibernate ORM  ,,
, Object database management system ODBMS,,
, PostgreSQL  ,,
, Transact-SQL  (see all 5 examples)Office suite software ,,
, Microsoft Office Operating system software ,,
, Hewlett Packard HP-UX  ,,
, Job control language JCL  ,,
, Linux  ,,
, Ubuntu  (see all 13 examples)Portal server software ,,
, Apache HTTP Server Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Computer Associates Log Analyzer,,
, Database testing software,,
, Hewlett Packard LoadRunner  ,,
, JUnit Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Oracle Primavera Enterprise Project Portfolio Management Requirements analysis and system architecture software ,,
, Database capacity planning software,,
, Unified modeling language UML Sales and marketing software ,,
, Marketo Marketing Automation Spreadsheet software ,,
, Microsoft Excel Storage networking software ,,
, Storage area network SAN software Transaction security and virus protection software ,,
, Encryption software,,
, McAfee  ,,
, Symantec Transaction server software ,,
, Customer information control system CICS Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver Web platform development software ,,
, Apache Struts  ,,
, Drupal  ,,
, Ruby on Rails  ,,
, Spring Framework  (see all 23 examples)Word processing software ,,
, Microsoft Word ,,
Information Security Analysts,Access software ,Computers and Electronics,Reading Comprehension
, Access management software,English Language,Critical Thinking
, Citrix  ,Administration and Management,Active Listening
, IBM Tivoli Access Management TAM Administration software ,Engineering and Technology,Complex Problem Solving
, Cisco Systems CiscoWorks Analytical or scientific software ,Telecommunications,Speaking
, SAS Application server software ,Customer and Personal Service,Writing
, Oracle WebLogic Server  ,Public Safety and Security,Judgment and Decision Making
, Red Hat WildFly Authentication server software ,Education and Training,Monitoring
, Diameter,,Systems Analysis
, IBM Tivoli Identity Management TIM,,Active Learning
, Password management software,,Time Management
, Remote authentication dial-in user service RADIUS software Backup or archival software ,,Coordination
, Backup and archival software,,Operation Monitoring
, System and data disaster recovery software,,Quality Control Analysis
, Veritas NetBackup Business intelligence and data analysis software ,,Systems Evaluation
, IBM Cognos Impromptu  ,,
, Oracle Business Intelligence Enterprise Edition  ,,
, Qlik Tech QlikView  ,,
, Tableau  (see all 5 examples)Communications server software ,,
, IBM Domino Configuration management software ,,
, Chef  ,,
, Patch and update management software,,
, Puppet  ,,
, VMWare  (see all 5 examples)Content workflow software ,,
, Atlassian JIRA Customer relationship management CRM software ,,
, Salesforce Data base management system software ,,
, Apache Pig  ,,
, MongoDB  ,,
, NoSQL  ,,
, Oracle PL/SQL  (see all 10 examples)Data base reporting software ,,
, SAP Crystal Reports Data base user interface and query software ,,
, Microsoft Access  ,,
, Microsoft SQL Server  ,,
, Structured query language SQL Desktop communications software ,,
, Secure shell SSH software Development environment software ,,
, Apache Maven  ,,
, C  ,,
, Microsoft PowerShell  ,,
, Ruby  (see all 11 examples)Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Exchange Server Enterprise application integration software ,,
, Extensible markup language XML  ,,
, IBM WebSphere Enterprise resource planning ERP software   ,,
, Oracle Fusion Applications  ,,
, Oracle PeopleSoft  ,,
, Oracle PeopleSoft Financials  ,,
, SAP  (see all 6 examples)Enterprise system management software ,,
, ArcSight Enterprise Threat and Risk Management,,
, IBM Power Systems software  ,,
, Splunk Enterprise File versioning software ,,
, Apache Subversion SVN  ,,
, Git  ,,
, WinMerge Filesystem software ,,
, Computer forensic software Financial analysis software ,,
, Delphi Technology  ,,
, Oracle E-Business Suite Financials Graphics or photo imaging software ,,
, Adobe Systems Adobe Flash  ,,
, Microsoft Visio Human resources software ,,
, Human resource management software HRMS Information retrieval or search software ,,
, LexisNexis Internet directory services software ,,
, Active directory software,,
, Berkeley Internet Domain Name BIND,,
, Domain name system DNS,,
, Network directory services software Internet protocol IP multimedia subsystem software ,,
, Voice over internet protocol VoiP system software License management softwareMedical software ,,
, Epic Systems Network monitoring software ,,
, Nagios  ,,
, Sniffer Investigator,,
, Symantec Blue Coat Data Loss Prevention,,
, Wireshark  (see all 19 examples)Network security and virtual private network VPN equipment software ,,
, Imperva SecureSphere,,
, Juniper Networks NetScreen-Security Manager,,
, Trend Micro TippingPoint,,
, Virtual private networking VPN software  (see all 9 examples)Network security or virtual private network VPN management software ,,
, Intrusion prevention system IPS,,
, ISS RealSecure,,
, Qualys Cloud Platform,,
, Websense Data Loss Prevention  (see all 9 examples)Object or component oriented development software ,,
, C++  ,,
, Practical extraction and reporting language Perl  ,,
, Python  ,,
, Swift  (see all 8 examples)Object oriented data base management software ,,
, PostgreSQL Office suite software ,,
, Microsoft Office Operating system software ,,
, Bash  ,,
, Linux  ,,
, Microsoft Windows,,
, UNIX  (see all 11 examples)Point of sale POS software ,,
, Smart card management software Portal server software ,,
, Apache HTTP Server Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Conformance and validation testing software,,
, Kali Linux,,
, SeleniumHQ,,
, System testing software Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint Requirements analysis and system architecture software ,,
, Unified modeling language UML Spreadsheet software ,,
, Microsoft Excel Transaction security and virus protection software ,,
, HP WebInspect,,
, McAfee  ,,
, Portswigger BurP Suite,,
, Symantec  (see all 26 examples)Transaction server software ,,
, Customer information control system CICS Web platform development software ,,
, AJAX  ,,
, Django  ,,
, Hypertext markup language HTML  ,,
, JavaScript  (see all 13 examples)Word processing software ,,
, Microsoft Word ,,
Network and Computer Systems Administrators,Access software ,Computers and Electronics,Critical Thinking
, Access management software,English Language,Judgment and Decision Making
, Citrix  ,Customer and Personal Service,Reading Comprehension
, Remote desktop control software,Engineering and Technology,Systems Analysis
, Tivoli  (see all 5 examples)Administration software ,Mathematics,Active Listening
, Cisco Systems CiscoWorks,Telecommunications,Complex Problem Solving
, Hewlett-Packard HP Network Node Manager,Clerical,Monitoring
, Network address management software,,Systems Evaluation
, SolarWinds  (see all 10 examples)Analytical or scientific software ,,Troubleshooting
, Root cause analysis software,,Programming
, SAS  ,,Operation Monitoring
, StataCorp Stata Application server software ,,Speaking
, Citrix XenApp,,Quality Control Analysis
, Oracle WebLogic Server  ,,Active Learning
, Red Hat WildFly Authentication server software ,,Operations Analysis
, Password management software Backup or archival software ,,Time Management
, Symantec Ghost Solution Suite,,Writing
, System and data disaster recovery software,,Coordination
, Veritas NetBackup Business intelligence and data analysis software ,,Equipment Maintenance
, IBM Cognos Impromptu  ,,Management of Personnel Resources
, Oracle Business Intelligence Enterprise Edition  ,,Mathematics
, Qlik Tech QlikView  ,,Operation and Control
, Tableau  (see all 5 examples)Communications server software ,,Repairing
, IBM Domino Compiler and decompiler software ,,Service Orientation
, Command interpreters Computer aided design CAD software   ,,Social Perceptiveness
, Computer aided design and drafting CADD software,,
, Dassault Systemes CATIA Computer based training softwareConfiguration management software ,,
, Chef  ,,
, Perforce Helix software  ,,
, Puppet  ,,
, VMWare  (see all 8 examples)Content workflow software ,,
, Atlassian JIRA Customer relationship management CRM software ,,
, Blackbaud The Raiser's Edge Data base management system software ,,
, Apache Hadoop  ,,
, MongoDB  ,,
, Oracle PL/SQL  ,,
, Teradata Database  (see all 12 examples)Data base reporting software ,,
, Microsoft SQL Server Reporting Services  ,,
, SAP Crystal Reports Data base user interface and query software ,,
, FileMaker Pro  ,,
, Microsoft Access  ,,
, Oracle JDBC  ,,
, Transact-SQL  (see all 8 examples)Desktop communications software ,,
, Secure shell SSH software Desktop publishing software ,,
, Microsoft Publisher Development environment software ,,
, Adobe Systems Adobe ActionScript  ,,
, C  ,,
, Microsoft .NET Framework  ,,
, Ruby  (see all 13 examples)Document management software ,,
, Adobe Systems Adobe Acrobat Electronic mail software ,,
, IBM Notes  ,,
, Microsoft Exchange Server  ,,
, Microsoft Outlook Enterprise application integration software ,,
, Extensible markup language XML  ,,
, IBM InfoSphere DataStage  ,,
, IBM WebSphere  ,,
, Systems integration software  (see all 5 examples)Enterprise resource planning ERP software   ,,
, Microsoft Dynamics GP  ,,
, NetSuite ERP  ,,
, Oracle Fusion Applications  ,,
, SAP Business Objects  (see all 11 examples)Enterprise system management software ,,
, IBM Power Systems software  ,,
, Splunk Enterprise File versioning software ,,
, Apache Subversion SVN  ,,
, Git Financial analysis software ,,
, Delphi Technology  ,,
, Oracle E-Business Suite Financials Gateway software ,,
, Microsoft Windows Terminal Services Access Manager Graphical user interface development software ,,
, TKSoftware Graphics or photo imaging software ,,
, Adobe Systems Adobe Fireworks  ,,
, Adobe Systems Adobe Flash  ,,
, Microsoft Visio Helpdesk or call center software ,,
, Help desk software Human resources software ,,
, Human resource management software HRMS  ,,
, Oracle Taleo Internet directory services software ,,
, Active directory software,,
, Berkeley Internet Domain Name BIND,,
, Domain name system DNS,,
, Network addressable storage NAS software Internet protocol IP multimedia subsystem software ,,
, Open source routing protocols OSPF Map creation software ,,
, ESRI ArcGIS software Medical software ,,
, Epic Systems Metadata management software ,,
, CA Erwin Data Modeler Network monitoring software ,,
, Nagios  ,,
, Remote monitoring software,,
, Snort,,
, Wireshark  (see all 27 examples)Network operating system enhancement software ,,
, Management information base MIB software,,
," Network, server and operating system optimization software",,
, Operating system process control software Network security and virtual private network VPN equipment software ,,
, Firewall software,,
, Network intrusion detection software,,
, Virtual private networking VPN software Network security or virtual private network VPN management software ,,
, Intrusion prevention system IPS,,
, Network and system vulnerability assessment software,,
, OpenService Open NerveCenter,,
, Security incident management software  (see all 5 examples)Object or component oriented development software ,,
, C++  ,,
, jQuery  ,,
, Microsoft ActiveX  ,,
, Python  (see all 9 examples)Object oriented data base management software ,,
, Hibernate ORM  ,,
, PostgreSQL Office suite software ,,
, Microsoft Office Operating system software ,,
, Bash  ,,
, Linux  ,,
, Oracle Solaris  ,,
, UNIX  (see all 10 examples)Optical network management softwarePattern design software ,,
, Diagramming software Platform interconnectivity software ,,
, Virtual network computing VNC software Portal server software ,,
, Apache HTTP Server Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Computer system diagnostics software,,
, Hewlett Packard LoadRunner Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint  ,,
, Oracle Primavera Enterprise Project Portfolio Management Requirements analysis and system architecture software ,,
, Requirements management software Sales and marketing software ,,
, Marketo Marketing Automation Spreadsheet software ,,
, Microsoft Excel Storage networking software ,,
, Storage area network SAN software Transaction security and virus protection software ,,
, Honeypot,,
, McAfee  ,,
, Root kit detection software,,
, Symantec  (see all 7 examples)Transaction server software ,,
, Customer information control system CICS Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver Web platform development software ,,
, Django  ,,
, Hypertext markup language HTML  ,,
, JavaScript  ,,
, Node.js  (see all 16 examples),,
Telecommunications Engineering Specialists,Access software ,Telecommunications,Active Listening
, 2AB iLock Security Services,Customer and Personal Service,Critical Thinking
, Access management software,Computers and Electronics,Reading Comprehension
, Avaya Identity Engines Administration software ,English Language,Active Learning
, Network management software Backup or archival software ,Administration and Management,Speaking
, NovaStor NovaBACKUP,Engineering and Technology,Complex Problem Solving
, Zmanda Amanda Communications server software ,Mathematics,Monitoring
, IBM Domino Computer aided design CAD software   ,Design,Writing
, Autodesk AutoCAD Data base user interface and query software ,Clerical,Coordination
, SiteMaster SiteSmart,Sales and Marketing,Judgment and Decision Making
, Structured query language SQL Development environment software ,,Social Perceptiveness
, Microsoft Visual Basic Scripting Edition VBScript Electronic mail software ,,Systems Analysis
, IBM Notes  ,,Systems Evaluation
, Microsoft Exchange Server  ,,Time Management
, Microsoft Outlook Graphics or photo imaging software ,,Persuasion
, Microsoft Visio Helpdesk or call center software ,,Service Orientation
, Call accounting software Internet browser software ,,
, Web browser software Network monitoring software ,,
, Cisco Systems Cisco Traffic Analyzer,,
, Nagios  ,,
, Wireshark Network security or virtual private network VPN management software ,,
, Virtual private networking VPN software Object or component oriented development software ,,
, Oracle Java  ,,
, Practical extraction and reporting language Perl Office suite software ,,
, Microsoft Office Operating system software ,,
, KornShell  ,,
, Linux  ,,
, Microsoft Windows,,
, UNIX Presentation software ,,
, Microsoft PowerPoint Project management software ,,
, Project scheduling software Requirements analysis and system architecture software ,,
, IBM Rational Requirements Composer,,
, Requirements analysis software Spreadsheet software ,,
, IBM Lotus 1-2-3,,
, Microsoft Excel Transaction security and virus protection software ,,
, Antivirus software,,
, McAfee  ,,
, Symantec Web page creation and editing software ,,
, Web design software Word processing software ,,
, Microsoft Word ,,
Computer Programmers,Access software ,Computers and Electronics,Programming
, Citrix Analytical or scientific software ,Mathematics,Active Listening
, SAS  ,Engineering and Technology,Complex Problem Solving
, Simulation program with integrated circuit emphasis SPICE,English Language,Critical Thinking
, StataCorp Stata  ,Customer and Personal Service,Quality Control Analysis
, The MathWorks MATLAB  (see all 6 examples)Application server software ,Administration and Management,Reading Comprehension
, Oracle WebLogic Server  ,,Systems Analysis
, Red Hat WildFly Backup or archival software ,,Judgment and Decision Making
, Veritas NetBackup Business intelligence and data analysis software ,,Writing
, IBM Cognos Impromptu  ,,Active Learning
, Oracle Business Intelligence Enterprise Edition  ,,Mathematics
, Qlik Tech QlikView  ,,Operations Analysis
, Tableau  (see all 5 examples)Communications server software ,,Social Perceptiveness
, IBM Domino Compiler and decompiler software ,,Speaking
, Command interpreters,,Systems Evaluation
, Just-in-time compiler,,Time Management
, Stage compiler,,Coordination
, Threaded code compiler  (see all 14 examples)Computer aided design CAD software   ,,Monitoring
, Bentley MicroStation  ,,
, Computer aided design and drafting CADD software,,
, Dassault Systemes CATIA Configuration management software ,,
, Chef  ,,
, IBM Rational ClearCase,,
, Perforce Helix software  ,,
, Puppet  (see all 5 examples)Content workflow software ,,
, Atlassian JIRA  ,,
, Emerald Software Group Emerald Green Office,,
, Workflow software Data base management system software ,,
, Apache Hadoop  ,,
, MongoDB  ,,
, Oracle PL/SQL  ,,
, Structured Query Report SQR  (see all 18 examples)Data base reporting software ,,
, Microsoft SQL Server Reporting Services  ,,
, ReCrystallize Crystal Reports,,
, SAP Crystal Reports Data base user interface and query software ,,
, Apache Hive  ,,
, Data entry software  ,,
, Microsoft Access  ,,
, Transact-SQL  (see all 11 examples)Data mining software ,,
, Google Analytics Desktop publishing software ,,
, Microsoft Publisher Development environment software ,,
, Apache Maven  ,,
, C  ,,
, Microsoft PowerShell  ,,
, Verilog  (see all 55 examples)Document management software ,,
, Adobe Systems Adobe Acrobat  ,,
, Virage VS Archive Electronic mail software ,,
, Microsoft Exchange Server Enterprise application integration software ,,
, Extensible markup language XML  ,,
, IBM WebSphere  ,,
, Progress Sonic ESB,,
, SAP NetWeaver BW  (see all 7 examples)Enterprise resource planning ERP software   ,,
, Microsoft Dynamics  ,,
, NetSuite ERP  ,,
, Oracle Fusion Applications  ,,
, SAP  (see all 10 examples)Enterprise system management software ,,
, IBM Power Systems software  ,,
, Microsoft Systems Management Server,,
, Splunk Enterprise File versioning software ,,
, Apache Subversion SVN  ,,
, Git Financial analysis software ,,
, Delphi Technology  ,,
, Oracle E-Business Suite Financials Graphical user interface development software ,,
, Basis BBx VisualPRO/5,,
, Graphical user interfaces GUI Graphics or photo imaging software ,,
, Adobe Systems Adobe Fireworks  ,,
, Adobe Systems Adobe Photoshop  ,,
, Corel CorelDraw Graphics Suite,,
, Microsoft Visio  (see all 6 examples)Human resources software ,,
, Human resource management software HRMS Map creation software ,,
, ESRI ArcGIS software  ,,
, Geographic information system GIS software Medical software ,,
, Epic Systems Metadata management software ,,
, CA Erwin Data Modeler Network monitoring software ,,
, Nagios  ,,
, Network intrusion prevention systems NIPS,,
, Snort,,
, Wireshark Network security and virtual private network VPN equipment software ,,
, Virtual private networking VPN software Object or component oriented development software ,,
, C++  ,,
, jQuery  ,,
, Oracle Java  ,,
, Python  (see all 28 examples)Object oriented data base management software ,,
, Hibernate ORM  ,,
, Microsoft Visual FoxPro,,
, PostgreSQL Office suite software ,,
, Microsoft Office Operating system software ,,
, Bash  ,,
, KornShell  ,,
, Linux  ,,
, Ubuntu  (see all 11 examples)Portal server software ,,
, Apache HTTP Server Presentation software ,,
, Microsoft PowerPoint Program testing software ,,
, Hewlett Packard LoadRunner  ,,
, JUnit  ,,
, Selenium  ,,
, Symbolic debugger software  (see all 7 examples)Project management software ,,
, Microsoft Project  ,,
, Microsoft SharePoint Requirements analysis and system architecture software ,,
, Unified modeling language UML Spreadsheet software ,,
, Microsoft Excel Transaction security and virus protection software ,,
, McAfee Transaction server software ,,
, Customer information control system CICS Web page creation and editing software ,,
, Adobe Systems Adobe Dreamweaver  ,,
, CoffeeCup The HTML Editor,,
, Microsoft FrontPage Web platform development software ,,
, AJAX  ,,
, Drupal  ,,
, LAMP Stack  ,,
, Spring Framework  (see all 26 examples)Word processing software ,,
, Microsoft Word ,,
Computer Systems Analysts,Access software ,,Active Listening
, Access management software,,Critical Thinking
, Citrix Accounting software ,,Reading Comprehension
, Fund accounting software  ,,Speaking
, Tax software Administration software ,,Systems Analysis
, Cisco Systems CiscoWorks,,Active Learning
, Element management software Analytical or scientific software ,,Writing
, Minitab  ,,Complex Problem Solving
, SAS  ,,Judgment and Decision Making
, StataCorp Stata  ,,Monitoring
, The MathWorks MATLAB  (see all 7 examples)Application server software ,,Systems Evaluation
, Oracle Application Server,,Time Management
, Oracle WebLogic Server  ,,Operation Monitoring
, Red Hat WildFly Backup or archival software ,,Programming
, System and data disaster recovery software,,Coordination
, Veritas NetBackup Business intelligence and data analysis software ,,Learning Strategies
, Business intelligence system software,,Mathematics
, IBM Cognos Impromptu  ,,Operations Analysis
, Oracle Business Intelligence Enterprise Edition  ,,Social Perceptiveness
, Qlik Tech QlikView  (see all 6 examples)Communications server software ,,Troubleshooting
, IBM Domino Compiler and decompiler software ,,
, Time sharing option TSO software Computer aided design CAD software   ,,
, Dassault Systemes CATIA  ,,
, Electronic design automation EDA software,,
, OrCAD Capture,,
, SpectraQuest  (see all 5 examples)Configuration management software ,,
, Chef  ,,
, Perforce Helix software  ,,
, Puppet  ,,
, Systems and application deployment and migration software  (see all 12 examples)Content workflow software ,,
, Atlassian JIRA Customer relationship management CRM software ,,
, Blackbaud The Raiser's Edge  ,,
